shipment_id,origin_city,origin_state,origin_latitude,origin_longitude,destination_city,destination_state,destination_latitude,destination_longitude,distance_miles,estimated_travel_time_hours,weight_lbs,volume_cu_ft,driver_id,fuel_cost_usd,toll_cost_usd
SHP01508,Fort Worth,TX,32.755489,-97.330766,Charlotte,NC,35.227085,-80.843124,1007.67,23,58717,2776,DRV136,698.98,3.06
SHP01509,Nashville,TN,36.162664,-86.781601,Seattle,WA,47.606209,-122.332071,1928.45,39.48,44372,1523,DRV066,1235.81,18.42
SHP01510,Memphis,TN,35.149534,-90.04898,Orlando,FL,28.538336,-81.379234,666.37,15.56,78283,2555,DRV025,471.02,4.8
SHP01511,Dallas,TX,32.776664,-96.796988,Oklahoma City,OK,35.46756,-97.516428,186.95,4.08,48723,1708,DRV163,128.75,12.74
SHP01512,Seattle,WA,47.606209,-122.332071,New York,NY,40.712776,-74.005974,2332.79,51.17,60152,1559,DRV088,1668.24,45.35
SHP01513,San Diego,CA,32.715736,-117.161087,Seattle,WA,47.606209,-122.332071,1136.54,24.47,70441,3319,DRV198,806.83,6.42
SHP01514,El Paso,TX,31.761857,-106.485022,San Antonio,TX,29.424122,-98.493628,489.17,11.07,41054,2895,DRV124,330.25,5.44
SHP01515,Los Angeles,CA,34.052235,-118.243683,New York,NY,40.712776,-74.005974,2520.79,50.72,38370,2225,DRV087,1664.72,37.9
SHP01516,Salt Lake City,UT,40.760779,-111.891047,Louisville,KY,38.252665,-85.758456,1406.04,29.41,63924,1737,DRV033,1031.18,25.9
SHP01517,Nashville,TN,36.162664,-86.781601,Charlotte,NC,35.227085,-80.843124,335.02,7.06,34519,3130,DRV083,229.99,25.17
SHP01518,Philadelphia,PA,39.952583,-75.165222,Seattle,WA,47.606209,-122.332071,2511.66,56.33,3173,115,DRV010,1637.28,48.46
SHP01519,San Diego,CA,32.715736,-117.161087,Louisville,KY,38.252665,-85.758456,1976.32,46.49,38096,1410,DRV112,1474.87,37.44
SHP01520,Fresno,CA,36.737798,-119.787125,Las Vegas,NV,36.169941,-115.13983,266.76,6.24,42879,2235,DRV010,176.6,25.63
SHP01521,Charlotte,NC,35.227085,-80.843124,Mesa,AZ,33.415184,-111.831472,1744.54,37.82,33269,3034,DRV155,1334.02,30.14
SHP01522,San Francisco,CA,37.774929,-122.419416,Louisville,KY,38.252665,-85.758456,2213.33,46.74,8463,1615,DRV100,1398.62,0.95
SHP01523,Indianapolis,IN,39.768402,-86.158068,Oklahoma City,OK,35.46756,-97.516428,728.96,14.87,54158,1943,DRV068,532.36,8.86
SHP01524,Philadelphia,PA,39.952583,-75.165222,Virginia Beach,VA,36.852929,-75.977985,211.56,4.95,76260,3748,DRV091,142.47,17.5
SHP01525,San Diego,CA,32.715736,-117.161087,Tucson,AZ,32.221743,-110.926479,364.93,7.51,20025,1832,DRV105,247.39,31.35
SHP01526,Kansas City,MO,39.099728,-94.578567,Baltimore,MD,39.290385,-76.612189,1041.52,24.21,24656,3139,DRV064,771.15,25.99
SHP01527,Phoenix,AZ,33.448376,-112.074037,Charlotte,NC,35.227085,-80.843124,1808.69,39.89,13517,2065,DRV025,1347.68,14.14
SHP01528,Virginia Beach,VA,36.852929,-75.977985,Kansas City,MO,39.099728,-94.578567,1107.11,24.16,3170,813,DRV189,708.21,25.8
SHP01529,Memphis,TN,35.149534,-90.04898,Baltimore,MD,39.290385,-76.612189,835.85,17.55,60303,3259,DRV154,549.43,10.66
SHP01530,Fresno,CA,36.737798,-119.787125,Denver,CO,39.739235,-104.990251,807.22,17.8,19369,2667,DRV128,562.73,8.7
SHP01531,San Francisco,CA,37.774929,-122.419416,Omaha,NE,41.256537,-95.997988,1447.95,29.77,71182,2548,DRV126,970.38,41.27
SHP01532,Nashville,TN,36.162664,-86.781601,Milwaukee,WI,43.038902,-87.906474,522.14,12.08,27262,3347,DRV021,338.52,14.86
SHP01533,Columbus,OH,39.961176,-82.998794,Orlando,FL,28.538336,-81.379234,818.5,19.26,16531,2276,DRV026,561.55,19.72
SHP01534,San Jose,CA,37.338208,-121.886329,Austin,TX,30.267153,-97.743061,1394.2,31.3,52544,957,DRV001,968.78,41.9
SHP01535,Las Vegas,NV,36.169941,-115.13983,New York,NY,40.712776,-74.005974,2345.29,51.67,35454,295,DRV080,1530.71,49.88
SHP01536,Denver,CO,39.739235,-104.990251,Louisville,KY,38.252665,-85.758456,1060.57,22,32484,2934,DRV189,739.4,14.61
SHP01537,Raleigh,NC,35.779589,-78.638179,Washington,DC,38.907192,-77.036871,240.63,5.05,69237,3789,DRV018,184.36,2.18
SHP01538,Chicago,IL,41.878113,-87.629799,Albuquerque,NM,35.084385,-106.650422,1139.12,26.88,62745,179,DRV084,763.94,45.28
SHP01539,Atlanta,GA,33.748995,-84.387982,Indianapolis,IN,39.768402,-86.158068,466.4,10.74,73492,3570,DRV010,323.87,18.86
SHP01540,Fresno,CA,36.737798,-119.787125,Boston,MA,42.360082,-71.05888,2705.16,58.86,29730,479,DRV030,2014.85,27.07
SHP01541,Charlotte,NC,35.227085,-80.843124,Philadelphia,PA,39.952583,-75.165222,430.33,9.49,61504,3789,DRV020,310.65,23.39
SHP01542,Salt Lake City,UT,40.760779,-111.891047,Atlanta,GA,33.748995,-84.387982,1658.94,34.17,3245,2019,DRV066,1101.43,44.03
SHP01543,Charlotte,NC,35.227085,-80.843124,San Francisco,CA,37.774929,-122.419416,2568.36,55.29,28212,3343,DRV115,1643.9,12.06
SHP01544,Salt Lake City,UT,40.760779,-111.891047,Austin,TX,30.267153,-97.743061,1068.33,23.44,44805,2417,DRV193,699.11,21.2
SHP01545,Oklahoma City,OK,35.46756,-97.516428,Atlanta,GA,33.748995,-84.387982,847.85,19.77,74973,2199,DRV152,627.95,3.5
SHP01546,Washington,DC,38.907192,-77.036871,Omaha,NE,41.256537,-95.997988,963.23,21.83,67361,761,DRV171,634.92,40.98
SHP01547,Orlando,FL,28.538336,-81.379234,Houston,TX,29.760427,-95.369803,850.43,18.59,77196,3842,DRV011,628.22,2.42
SHP01548,Seattle,WA,47.606209,-122.332071,Philadelphia,PA,39.952583,-75.165222,2594.52,52.04,5896,1352,DRV138,1789.98,33.2
SHP01549,Fort Worth,TX,32.755489,-97.330766,Omaha,NE,41.256537,-95.997988,620.5,14.6,39792,1249,DRV002,466.21,45.41
SHP01550,Atlanta,GA,33.748995,-84.387982,Mesa,AZ,33.415184,-111.831472,1805.47,36.81,14670,3588,DRV071,1254.23,49.66
SHP01551,Salt Lake City,UT,40.760779,-111.891047,Raleigh,NC,35.779589,-78.638179,2056,43.45,46137,512,DRV190,1471.8,2.97
SHP01552,Omaha,NE,41.256537,-95.997988,Tucson,AZ,32.221743,-110.926479,1042.49,24.16,30336,269,DRV068,799.52,38.5
SHP01553,Indianapolis,IN,39.768402,-86.158068,Tucson,AZ,32.221743,-110.926479,1511.81,32.78,57864,3054,DRV160,1149.82,21.54
SHP01554,Albuquerque,NM,35.084385,-106.650422,Jacksonville,FL,30.332184,-81.655651,1665.71,37.61,54431,2411,DRV093,1159.05,25.81
SHP01555,Omaha,NE,41.256537,-95.997988,Fort Worth,TX,32.755489,-97.330766,675.9,14.94,75514,2812,DRV136,466.67,23.5
SHP01556,Washington,DC,38.907192,-77.036871,Charlotte,NC,35.227085,-80.843124,332.82,7.03,75694,3740,DRV065,249.27,39.47
SHP01557,Baltimore,MD,39.290385,-76.612189,Philadelphia,PA,39.952583,-75.165222,95.13,1.94,63640,3923,DRV182,62.3,4.89
SHP01558,Colorado Springs,CO,38.833882,-104.821363,Oklahoma City,OK,35.46756,-97.516428,451.02,9.8,52898,1588,DRV164,309.76,46.51
SHP01559,Omaha,NE,41.256537,-95.997988,El Paso,TX,31.761857,-106.485022,974.93,22.18,56800,2875,DRV069,618.63,3.27
SHP01560,Las Vegas,NV,36.169941,-115.13983,Albuquerque,NM,35.084385,-106.650422,498.84,10.68,19424,1369,DRV143,352.58,21.23
SHP01561,Omaha,NE,41.256537,-95.997988,Jacksonville,FL,30.332184,-81.655651,1046.77,22.93,56715,731,DRV181,663.38,19.16
SHP01562,Sacramento,CA,38.581572,-121.4944,Boston,MA,42.360082,-71.05888,2795.81,65.26,68478,3868,DRV060,2038.7,33.2
SHP01563,Orlando,FL,28.538336,-81.379234,Phoenix,AZ,33.448376,-112.074037,1891.98,41.49,6764,1173,DRV045,1213.44,24.4
SHP01564,Fort Worth,TX,32.755489,-97.330766,Albuquerque,NM,35.084385,-106.650422,567.41,12.95,10986,518,DRV151,396.35,36.32
SHP01565,Memphis,TN,35.149534,-90.04898,Philadelphia,PA,39.952583,-75.165222,986.49,21.99,76243,644,DRV168,634.45,2.6
SHP01566,Chicago,IL,41.878113,-87.629799,Las Vegas,NV,36.169941,-115.13983,1467.97,31.55,49490,2792,DRV195,999.48,10.15
SHP01567,Nashville,TN,36.162664,-86.781601,San Diego,CA,32.715736,-117.161087,1841.02,36.93,3997,3476,DRV171,1257.95,42.16
SHP01568,San Francisco,CA,37.774929,-122.419416,Albuquerque,NM,35.084385,-106.650422,972.5,22.08,6512,2751,DRV183,672.27,28.8
SHP01569,Omaha,NE,41.256537,-95.997988,Mesa,AZ,33.415184,-111.831472,1091.05,23.97,72722,1434,DRV107,818.62,30.55
SHP01570,Austin,TX,30.267153,-97.743061,New York,NY,40.712776,-74.005974,1515.7,32.27,1393,2284,DRV046,1106.84,24.69
SHP01571,Indianapolis,IN,39.768402,-86.158068,Fresno,CA,36.737798,-119.787125,1999.07,45.67,49512,2666,DRV101,1459.65,32.26
SHP01572,Omaha,NE,41.256537,-95.997988,Indianapolis,IN,39.768402,-86.158068,566.84,12.33,27983,3890,DRV097,390.37,20.43
SHP01573,Albuquerque,NM,35.084385,-106.650422,Philadelphia,PA,39.952583,-75.165222,1980.2,46.09,8253,2684,DRV059,1447.28,23.29
SHP01574,Houston,TX,29.760427,-95.369803,Austin,TX,30.267153,-97.743061,145.77,3.36,48199,3108,DRV099,107.22,28.55
SHP01575,Los Angeles,CA,34.052235,-118.243683,Virginia Beach,VA,36.852929,-75.977985,2571.04,59.04,56181,2296,DRV178,1723.82,43.48
SHP01576,Baltimore,MD,39.290385,-76.612189,Detroit,MI,42.331429,-83.045753,451.53,10.65,48396,1216,DRV087,342.84,37.71
SHP01577,Houston,TX,29.760427,-95.369803,Dallas,TX,32.776664,-96.796988,243.92,5.24,47502,3781,DRV010,172.32,25.53
SHP01578,Indianapolis,IN,39.768402,-86.158068,New York,NY,40.712776,-74.005974,650.6,14.57,66359,646,DRV155,460.74,18.26
SHP01579,Fort Worth,TX,32.755489,-97.330766,Omaha,NE,41.256537,-95.997988,617.92,12.82,32009,1450,DRV061,472.89,40.34
SHP01580,Phoenix,AZ,33.448376,-112.074037,Long Beach,CA,33.77005,-118.193739,371.1,7.84,76911,1267,DRV162,265.62,25.47
SHP01581,New York,NY,40.712776,-74.005974,Indianapolis,IN,39.768402,-86.158068,671.39,14.2,55429,2557,DRV193,427.43,31.5
SHP01582,Salt Lake City,UT,40.760779,-111.891047,Miami,FL,25.761681,-80.191788,2032.39,44.59,67577,3191,DRV147,1301.53,8.69
SHP01583,Atlanta,GA,33.748995,-84.387982,Phoenix,AZ,33.448376,-112.074037,1698.79,34.06,58009,309,DRV019,1110.5,11.37
SHP01584,Indianapolis,IN,39.768402,-86.158068,Memphis,TN,35.149534,-90.04898,421.28,9.68,30015,2869,DRV117,319.82,31.01
SHP01585,Philadelphia,PA,39.952583,-75.165222,Las Vegas,NV,36.169941,-115.13983,2255.79,47.26,75424,212,DRV053,1548.21,24.68
SHP01586,Portland,OR,45.515232,-122.678447,Fort Worth,TX,32.755489,-97.330766,1781.1,40.44,73033,1563,DRV056,1256.75,11.39
SHP01587,Atlanta,GA,33.748995,-84.387982,New York,NY,40.712776,-74.005974,832.35,18.48,40858,3291,DRV178,545.52,46.49
SHP01588,Raleigh,NC,35.779589,-78.638179,Fresno,CA,36.737798,-119.787125,2564.08,55.85,18859,1364,DRV182,1634.03,22.24
SHP01589,Salt Lake City,UT,40.760779,-111.891047,Philadelphia,PA,39.952583,-75.165222,2080.85,45.87,71901,1922,DRV095,1544.13,4.71
SHP01590,Mesa,AZ,33.415184,-111.831472,Kansas City,MO,39.099728,-94.578567,1158.88,25.94,27175,2083,DRV156,784.95,38.51
SHP01591,Detroit,MI,42.331429,-83.045753,Washington,DC,38.907192,-77.036871,375.54,7.53,52611,2589,DRV004,239.92,42
SHP01592,Louisville,KY,38.252665,-85.758456,El Paso,TX,31.761857,-106.485022,1431.38,30.23,64500,1300,DRV161,1096.81,23.22
SHP01593,Fort Worth,TX,32.755489,-97.330766,Las Vegas,NV,36.169941,-115.13983,1124.88,24.39,39723,2944,DRV121,785.82,13.62
SHP01594,Jacksonville,FL,30.332184,-81.655651,Seattle,WA,47.606209,-122.332071,2621.11,52.55,40174,899,DRV154,1734.2,46.13
SHP01595,San Francisco,CA,37.774929,-122.419416,Los Angeles,CA,34.052235,-118.243683,342.66,7.48,37091,2384,DRV019,256.31,37.35
SHP01596,Sacramento,CA,38.581572,-121.4944,Fresno,CA,36.737798,-119.787125,154.91,3.43,64293,3272,DRV156,111.92,35.05
SHP01597,Columbus,OH,39.961176,-82.998794,Atlanta,GA,33.748995,-84.387982,456.93,10.2,11189,1830,DRV094,301.63,9.38
SHP01598,Oklahoma City,OK,35.46756,-97.516428,Las Vegas,NV,36.169941,-115.13983,984.09,20.97,68901,1196,DRV020,720.26,24.22
SHP01599,Portland,OR,45.515232,-122.678447,Boston,MA,42.360082,-71.05888,2732.83,60.38,73271,1227,DRV005,1759.05,45.96
SHP01600,Tucson,AZ,32.221743,-110.926479,Raleigh,NC,35.779589,-78.638179,2087.8,49.18,68221,238,DRV141,1405.3,32.53
SHP01601,Houston,TX,29.760427,-95.369803,Salt Lake City,UT,40.760779,-111.891047,1356.27,30.05,44057,2976,DRV019,1017,5.75
SHP01602,Virginia Beach,VA,36.852929,-75.977985,Albuquerque,NM,35.084385,-106.650422,1854.78,38.81,71521,3023,DRV063,1208.58,37.79
SHP01603,Charlotte,NC,35.227085,-80.843124,Louisville,KY,38.252665,-85.758456,348.23,7.89,10667,469,DRV149,255.15,42.44
SHP01604,Baltimore,MD,39.290385,-76.612189,Austin,TX,30.267153,-97.743061,1457.77,33.13,72388,3815,DRV024,946.21,15.93
SHP01605,San Antonio,TX,29.424122,-98.493628,Portland,OR,45.515232,-122.678447,1707.14,36.49,2117,2207,DRV135,1271.53,7.18
SHP01606,Phoenix,AZ,33.448376,-112.074037,Los Angeles,CA,34.052235,-118.243683,403.9,8.41,70661,1006,DRV134,307.77,17.01
SHP01607,New York,NY,40.712776,-74.005974,Raleigh,NC,35.779589,-78.638179,484.91,10.89,3314,3402,DRV098,328.88,12.83
SHP01608,Washington,DC,38.907192,-77.036871,Milwaukee,WI,43.038902,-87.906474,643.26,14.82,55444,2994,DRV008,488.6,43
SHP01609,Memphis,TN,35.149534,-90.04898,San Diego,CA,32.715736,-117.161087,1616,33.89,53292,3650,DRV052,1056.8,29.89
SHP01610,Mesa,AZ,33.415184,-111.831472,Tucson,AZ,32.221743,-110.926479,106.5,2.35,35265,762,DRV009,76.51,42.72
SHP01611,Salt Lake City,UT,40.760779,-111.891047,Phoenix,AZ,33.448376,-112.074037,565.1,12.47,47651,1416,DRV188,359.7,31.29
SHP01612,Portland,OR,45.515232,-122.678447,Kansas City,MO,39.099728,-94.578567,1613.96,33.84,53908,147,DRV123,1217.99,49.09
SHP01613,Memphis,TN,35.149534,-90.04898,Fresno,CA,36.737798,-119.787125,1632.58,37.59,63335,578,DRV089,1034.78,6.06
SHP01614,New York,NY,40.712776,-74.005974,Nashville,TN,36.162664,-86.781601,738.95,16.38,37925,3765,DRV084,510.68,14.78
SHP01615,Louisville,KY,38.252665,-85.758456,Omaha,NE,41.256537,-95.997988,609.42,13.93,37491,3615,DRV150,449.69,40.09
SHP01616,Boston,MA,42.360082,-71.05888,Salt Lake City,UT,40.760779,-111.891047,2403.16,50.01,41931,2379,DRV033,1724.64,24.8
SHP01617,Los Angeles,CA,34.052235,-118.243683,Nashville,TN,36.162664,-86.781601,1787.73,39.44,48859,892,DRV180,1152.39,7.44
SHP01618,El Paso,TX,31.761857,-106.485022,Philadelphia,PA,39.952583,-75.165222,1896.71,39.74,68204,3795,DRV092,1456.47,31.41
SHP01619,Columbus,OH,39.961176,-82.998794,Mesa,AZ,33.415184,-111.831472,1644.76,37.77,25363,1540,DRV147,1133.43,40.22
SHP01620,Columbus,OH,39.961176,-82.998794,Louisville,KY,38.252665,-85.758456,208.18,4.35,21261,444,DRV084,160.05,24.13
SHP01621,Albuquerque,NM,35.084385,-106.650422,Salt Lake City,UT,40.760779,-111.891047,471.4,10.11,8693,3791,DRV106,301.45,9.49
SHP01622,Los Angeles,CA,34.052235,-118.243683,Portland,OR,45.515232,-122.678447,853.19,18.85,36768,1210,DRV143,583.86,13.74
SHP01623,Las Vegas,NV,36.169941,-115.13983,San Diego,CA,32.715736,-117.161087,273.49,6,10675,3386,DRV109,198.86,14.86
SHP01624,Las Vegas,NV,36.169941,-115.13983,Houston,TX,29.760427,-95.369803,1191.71,24.34,8840,1061,DRV026,766.64,27.6
SHP01625,Louisville,KY,38.252665,-85.758456,Miami,FL,25.761681,-80.191788,917.3,18.65,47060,1410,DRV193,663.94,5.07
SHP01626,Kansas City,MO,39.099728,-94.578567,Indianapolis,IN,39.768402,-86.158068,435.64,8.95,31835,339,DRV182,308.24,20.28
SHP01627,San Jose,CA,37.338208,-121.886329,Milwaukee,WI,43.038902,-87.906474,1983.06,43.62,14164,2476,DRV144,1455.46,32.43
SHP01628,Atlanta,GA,33.748995,-84.387982,Detroit,MI,42.331429,-83.045753,601.45,12.78,47853,200,DRV037,451.26,44.76
SHP01629,Tucson,AZ,32.221743,-110.926479,Phoenix,AZ,33.448376,-112.074037,113.89,2.5,56306,1491,DRV024,72.45,16.67
SHP01630,Phoenix,AZ,33.448376,-112.074037,Houston,TX,29.760427,-95.369803,1142.64,25.29,34108,2078,DRV071,814.03,8.98
SHP01631,San Jose,CA,37.338208,-121.886329,Austin,TX,30.267153,-97.743061,1498.21,34.31,33614,1644,DRV052,1011.62,38.65
SHP01632,Kansas City,MO,39.099728,-94.578567,New York,NY,40.712776,-74.005974,1097.21,22.26,28968,1125,DRV028,754.51,18.72
SHP01633,Salt Lake City,UT,40.760779,-111.891047,Columbus,OH,39.961176,-82.998794,1515.48,33.23,8865,1228,DRV040,1093.81,2.59
SHP01634,Salt Lake City,UT,40.760779,-111.891047,Fort Worth,TX,32.755489,-97.330766,1001.1,20.22,63661,2008,DRV079,749.95,39.54
SHP01635,Sacramento,CA,38.581572,-121.4944,Fresno,CA,36.737798,-119.787125,161.25,3.41,25499,1062,DRV096,113.85,8.26
SHP01636,San Antonio,TX,29.424122,-98.493628,Los Angeles,CA,34.052235,-118.243683,1181.86,25.06,58593,2359,DRV122,868.58,30.85
SHP01637,Fort Worth,TX,32.755489,-97.330766,Memphis,TN,35.149534,-90.04898,442.12,9.43,17116,1748,DRV023,307.59,47.67
SHP01638,Long Beach,CA,33.77005,-118.193739,Raleigh,NC,35.779589,-78.638179,2533.2,55.45,18604,1165,DRV040,1706.27,17.56
SHP01639,Fresno,CA,36.737798,-119.787125,Nashville,TN,36.162664,-86.781601,1786.1,37.66,2686,1699,DRV002,1220.82,18.23
SHP01640,Omaha,NE,41.256537,-95.997988,San Francisco,CA,37.774929,-122.419416,1631.73,33.24,73208,3868,DRV040,1154.88,21.8
SHP01641,Colorado Springs,CO,38.833882,-104.821363,Chicago,IL,41.878113,-87.629799,945.28,22.05,16634,2802,DRV047,702.57,45.84
SHP01642,Miami,FL,25.761681,-80.191788,Mesa,AZ,33.415184,-111.831472,2102.77,44.58,46563,2923,DRV199,1515.05,33.53
SHP01643,Omaha,NE,41.256537,-95.997988,Jacksonville,FL,30.332184,-81.655651,1261.3,27.31,79044,2711,DRV153,833.45,46.46
SHP01644,Raleigh,NC,35.779589,-78.638179,Albuquerque,NM,35.084385,-106.650422,1573.24,35.47,39090,2606,DRV191,1099.58,20.13
SHP01645,San Jose,CA,37.338208,-121.886329,Tucson,AZ,32.221743,-110.926479,722.65,16.18,25284,3134,DRV106,518.5,12.25
SHP01646,Salt Lake City,UT,40.760779,-111.891047,Memphis,TN,35.149534,-90.04898,1245.52,25.48,46306,2662,DRV167,938.44,14.56
SHP01647,San Jose,CA,37.338208,-121.886329,Austin,TX,30.267153,-97.743061,1490.98,31.47,47896,2466,DRV131,949.57,11.2
SHP01648,Mesa,AZ,33.415184,-111.831472,Austin,TX,30.267153,-97.743061,843.51,19.89,77667,1372,DRV055,631.47,45.58
SHP01649,Fort Worth,TX,32.755489,-97.330766,Nashville,TN,36.162664,-86.781601,641.25,13.54,9504,327,DRV117,462.3,42.14
SHP01650,Dallas,TX,32.776664,-96.796988,Kansas City,MO,39.099728,-94.578567,472.33,10.17,69621,2766,DRV186,320.51,29.05
SHP01651,San Jose,CA,37.338208,-121.886329,Las Vegas,NV,36.169941,-115.13983,419.73,8.51,68424,3004,DRV152,304.84,45.08
SHP01652,Washington,DC,38.907192,-77.036871,Columbus,OH,39.961176,-82.998794,342.47,7.75,52930,479,DRV172,228.87,13.4
SHP01653,Memphis,TN,35.149534,-90.04898,Atlanta,GA,33.748995,-84.387982,364.45,7.84,67865,244,DRV155,250.59,40.49
SHP01654,Indianapolis,IN,39.768402,-86.158068,Raleigh,NC,35.779589,-78.638179,499.21,11.56,47066,496,DRV179,384.32,45.01
SHP01655,Miami,FL,25.761681,-80.191788,Denver,CO,39.739235,-104.990251,1903.96,43.46,61898,1246,DRV191,1233.3,26.91
SHP01656,Phoenix,AZ,33.448376,-112.074037,Baltimore,MD,39.290385,-76.612189,2191.4,43.89,23530,224,DRV028,1632.47,13.53
SHP01657,Charlotte,NC,35.227085,-80.843124,San Antonio,TX,29.424122,-98.493628,1077.72,22.24,4570,1535,DRV157,744.93,8.65
SHP01658,Boston,MA,42.360082,-71.05888,Chicago,IL,41.878113,-87.629799,824.05,16.91,15500,2103,DRV021,535.26,12.59
SHP01659,Austin,TX,30.267153,-97.743061,San Francisco,CA,37.774929,-122.419416,1713.13,37.79,68351,1827,DRV138,1300.38,35.34
SHP01660,Washington,DC,38.907192,-77.036871,Dallas,TX,32.776664,-96.796988,1311.98,26.5,20685,736,DRV120,848.31,23.37
SHP01661,Houston,TX,29.760427,-95.369803,Phoenix,AZ,33.448376,-112.074037,1033.17,23.79,60754,1180,DRV014,747.01,36.35
SHP01662,Houston,TX,29.760427,-95.369803,Columbus,OH,39.961176,-82.998794,1101.88,24.31,12443,737,DRV152,846.32,0.08
SHP01663,San Antonio,TX,29.424122,-98.493628,El Paso,TX,31.761857,-106.485022,490.64,10.26,15479,1869,DRV025,377.35,3.76
SHP01664,Raleigh,NC,35.779589,-78.638179,Kansas City,MO,39.099728,-94.578567,944.86,20.79,48637,3061,DRV133,598.45,49.42
SHP01665,Philadelphia,PA,39.952583,-75.165222,Atlanta,GA,33.748995,-84.387982,692.32,14.77,23202,3623,DRV168,533.02,33.24
SHP01666,Omaha,NE,41.256537,-95.997988,Miami,FL,25.761681,-80.191788,1524.04,31.67,26939,1831,DRV086,1062.85,20.9
SHP01667,Las Vegas,NV,36.169941,-115.13983,Denver,CO,39.739235,-104.990251,668.93,14.22,13200,1369,DRV183,489.78,21.35
SHP01668,Jacksonville,FL,30.332184,-81.655651,Seattle,WA,47.606209,-122.332071,2537.88,56.06,77150,176,DRV119,1746.39,22.68
SHP01669,Tucson,AZ,32.221743,-110.926479,San Francisco,CA,37.774929,-122.419416,737.64,15.37,56893,2755,DRV191,512.46,18.34
SHP01670,Austin,TX,30.267153,-97.743061,San Francisco,CA,37.774929,-122.419416,1620.02,37.68,25026,3746,DRV117,1157.1,22.84
SHP01671,Nashville,TN,36.162664,-86.781601,Las Vegas,NV,36.169941,-115.13983,1530.76,34.75,64674,1460,DRV121,1174.97,35.1
SHP01672,Milwaukee,WI,43.038902,-87.906474,San Antonio,TX,29.424122,-98.493628,1189.49,25.32,31539,1592,DRV114,824.95,11.57
SHP01673,New York,NY,40.712776,-74.005974,Louisville,KY,38.252665,-85.758456,625.83,13.58,9033,1300,DRV089,412.89,46.09
SHP01674,Los Angeles,CA,34.052235,-118.243683,Atlanta,GA,33.748995,-84.387982,2152.88,43.13,49995,3599,DRV106,1453.29,49.69
SHP01675,Baltimore,MD,39.290385,-76.612189,Philadelphia,PA,39.952583,-75.165222,96.13,2.06,63490,2303,DRV192,69.25,24.16
SHP01676,Indianapolis,IN,39.768402,-86.158068,Columbus,OH,39.961176,-82.998794,176.14,3.65,16016,3459,DRV182,114.81,49.52
SHP01677,Nashville,TN,36.162664,-86.781601,Milwaukee,WI,43.038902,-87.906474,500.69,10.64,54526,1799,DRV152,373.86,13.98
SHP01678,Houston,TX,29.760427,-95.369803,Atlanta,GA,33.748995,-84.387982,778.03,16.56,11114,1701,DRV089,507.09,43.68
SHP01679,Washington,DC,38.907192,-77.036871,San Antonio,TX,29.424122,-98.493628,1560.76,31.28,2264,1875,DRV170,996.7,0.19
SHP01680,Louisville,KY,38.252665,-85.758456,Jacksonville,FL,30.332184,-81.655651,604.31,13.44,21633,1417,DRV002,437.69,9.29
SHP01681,Washington,DC,38.907192,-77.036871,Fort Worth,TX,32.755489,-97.330766,1179.03,26.85,53377,192,DRV082,856.3,2.73
SHP01682,San Antonio,TX,29.424122,-98.493628,Houston,TX,29.760427,-95.369803,191.82,4.35,51854,1254,DRV064,145.33,16.23
SHP01683,Sacramento,CA,38.581572,-121.4944,Tucson,AZ,32.221743,-110.926479,768.64,17.54,77818,1149,DRV109,565.23,19.85
SHP01684,Louisville,KY,38.252665,-85.758456,Fort Worth,TX,32.755489,-97.330766,781.99,16.87,65791,420,DRV023,535.96,1.96
SHP01685,San Antonio,TX,29.424122,-98.493628,El Paso,TX,31.761857,-106.485022,547.15,11.21,61958,3230,DRV173,415.68,17.84
SHP01686,Las Vegas,NV,36.169941,-115.13983,Miami,FL,25.761681,-80.191788,2121.83,42.71,67723,307,DRV113,1427.56,26.35
SHP01687,Long Beach,CA,33.77005,-118.193739,New York,NY,40.712776,-74.005974,2523.05,58.66,44580,3936,DRV016,1798.67,5.22
SHP01688,Detroit,MI,42.331429,-83.045753,Long Beach,CA,33.77005,-118.193739,2121.55,47.87,14162,1800,DRV168,1593.91,47.84
SHP01689,Denver,CO,39.739235,-104.990251,Nashville,TN,36.162664,-86.781601,1091.6,23.16,2143,3911,DRV176,763.1,24.97
SHP01690,Phoenix,AZ,33.448376,-112.074037,Washington,DC,38.907192,-77.036871,2032.79,45.5,58251,3920,DRV139,1520.27,13.62
SHP01691,Albuquerque,NM,35.084385,-106.650422,Houston,TX,29.760427,-95.369803,765.9,17.02,36950,2587,DRV111,569.25,39.95
SHP01692,San Antonio,TX,29.424122,-98.493628,Portland,OR,45.515232,-122.678447,1704.17,39.79,66675,980,DRV010,1143.75,40.25
SHP01693,Baltimore,MD,39.290385,-76.612189,Austin,TX,30.267153,-97.743061,1499.77,34.95,3196,1475,DRV194,978.09,17.8
SHP01694,Austin,TX,30.267153,-97.743061,Long Beach,CA,33.77005,-118.193739,1220.91,26.41,49308,1579,DRV032,907.79,38.12
SHP01695,Memphis,TN,35.149534,-90.04898,Austin,TX,30.267153,-97.743061,548.83,11,35655,2134,DRV072,394.69,15.99
SHP01696,Phoenix,AZ,33.448376,-112.074037,Houston,TX,29.760427,-95.369803,1083.76,24.86,64122,282,DRV150,769.93,1.92
SHP01697,Tucson,AZ,32.221743,-110.926479,Indianapolis,IN,39.768402,-86.158068,1444.08,33.67,18193,3799,DRV144,973.92,35.85
